age,education-num,capital-gain,capital-loss,hours-per-week,workclass_encoded,education_encoded,marital-status_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,native-country_encoded,income_encoded
20.0,10,13061.665675340768,1872.8255915863278,12,4,15,4,8,1,4,0,39,0
52.0,16,13061.665675340768,1872.8255915863278,40,4,10,4,4,1,4,1,39,1
26.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,1,1,2,0,39,0
34.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,4,0,4,1,39,1
31.0,5,13061.665675340768,1872.8255915863278,40,4,6,4,7,1,4,1,39,0
46.0,9,13061.665675340768,1872.8255915863278,30,4,11,0,12,4,4,0,39,0
22.0,4,13061.665675340768,1872.8255915863278,40,4,5,2,7,0,4,1,26,0
38.0,11,13061.665675340768,1872.8255915863278,40,4,8,4,3,3,4,1,39,0
35.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,12,0,4,1,7,0
27.0,10,13061.665675340768,1872.8255915863278,40,7,15,4,11,1,4,1,39,0
27.0,12,13061.665675340768,1872.8255915863278,40,4,7,2,4,0,4,1,39,0
46.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,12,4,4,0,5,0
40.0,9,13061.665675340768,1872.8255915863278,4,0,11,4,0,1,4,0,39,0
19.0,10,13061.665675340768,1872.8255915863278,10,4,15,4,1,3,4,1,37,0
69.0,9,13061.665675340768,1872.8255915863278,60,0,11,2,0,0,4,1,39,1
20.0,10,13061.665675340768,1872.8255915863278,35,4,15,4,8,3,4,1,39,0
34.0,13,13061.665675340768,1872.8255915863278,60,1,9,2,11,0,4,1,39,0
49.0,14,13061.665675340768,1872.8255915863278,45,4,12,2,4,0,4,1,39,1
27.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,5,0,3,1,39,0
59.0,10,13061.665675340768,1872.8255915863278,14,4,15,2,1,5,4,0,5,1
45.0,13,15024.0,1872.8255915863278,60,4,9,2,4,0,4,1,39,1
21.0,10,13061.665675340768,1872.8255915863278,15,4,15,4,12,3,4,0,39,0
51.0,11,13061.665675340768,1872.8255915863278,40,7,8,0,10,4,4,0,39,0
64.0,7,13061.665675340768,1872.8255915863278,40,0,1,4,0,4,4,1,39,0
41.0,16,13061.665675340768,1872.8255915863278,40,7,10,2,10,0,4,1,39,1
18.0,8,13061.665675340768,1872.8255915863278,24,0,2,4,0,3,1,0,11,0
49.0,14,13061.665675340768,1872.8255915863278,40,4,12,3,10,1,4,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,6,3,4,0,39,0
69.0,9,13061.665675340768,1872.8255915863278,48,6,11,2,12,0,4,1,39,0
18.0,9,13061.665675340768,1872.8255915863278,35,0,11,4,0,3,4,0,39,0
43.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,6,0,4,1,39,0
50.0,9,13061.665675340768,1872.8255915863278,44,4,11,0,7,4,2,0,39,0
32.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,0
27.0,9,13061.665675340768,1872.8255915863278,40,2,11,4,5,3,4,1,39,0
38.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,8,0,4,1,39,0
62.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,1
46.0,9,13061.665675340768,1872.8255915863278,44,4,11,0,4,1,4,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,13,3,4,0,0,0
17.0,6,13061.665675340768,1872.8255915863278,40,0,0,4,0,3,4,1,39,0
21.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,7,4,4,0,39,0
36.0,13,13061.665675340768,1872.8255915863278,50,4,9,4,1,1,4,0,39,0
36.0,8,13061.665675340768,1872.8255915863278,40,4,2,0,6,1,4,1,39,0
23.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,7,3,1,1,30,0
58.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,10,0,4,1,39,1
40.0,13,13061.665675340768,1872.8255915863278,45,4,9,2,10,0,4,1,39,0
64.0,10,10566.0,1872.8255915863278,35,4,15,2,4,5,4,0,39,0
66.0,7,13061.665675340768,1872.8255915863278,20,4,1,2,3,0,4,1,39,0
42.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,12,0,4,1,39,0
55.0,10,13061.665675340768,1872.8255915863278,40,4,15,6,1,4,4,0,39,0
53.0,10,13061.665675340768,1977.0,40,4,15,2,4,0,4,1,39,1
25.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,6,0,4,1,39,0
39.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,13,4,2,0,39,0
20.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,8,3,4,1,39,0
32.0,9,13061.665675340768,1872.8255915863278,54,4,11,2,8,0,4,1,39,0
28.0,13,13061.665675340768,1872.8255915863278,65,4,9,4,12,4,4,1,39,0
23.0,12,13061.665675340768,1872.8255915863278,40,1,7,4,4,3,4,0,31,0
18.0,9,13061.665675340768,1872.8255915863278,25,4,11,4,8,3,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,35,6,11,2,4,0,4,1,39,1
29.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
32.0,10,13061.665675340768,1872.8255915863278,46,4,15,2,11,0,4,1,6,0
31.0,9,13061.665675340768,1872.8255915863278,40,2,11,0,3,4,4,1,39,0
60.0,3,13061.665675340768,1872.8255915863278,40,4,4,2,3,0,4,1,26,0
42.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,14,0,4,1,39,0
46.0,14,13061.665675340768,1872.8255915863278,50,4,12,2,4,0,4,1,39,1
38.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,1
18.0,7,13061.665675340768,1872.8255915863278,19,4,1,4,8,3,4,0,39,0
31.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,12,3,4,0,39,0
54.0,9,4064.0,1872.8255915863278,55,4,11,2,12,0,4,1,39,0
46.0,10,13061.665675340768,2042.0,50,4,15,2,12,0,4,1,39,0
27.0,9,13061.665675340768,1872.8255915863278,80,6,11,4,5,3,4,1,39,0
50.0,13,13061.665675340768,1872.8255915863278,45,2,9,2,10,0,4,1,39,1
38.0,4,13061.665675340768,1872.8255915863278,56,6,5,2,5,0,4,1,39,0
36.0,14,13061.665675340768,1872.8255915863278,40,7,12,4,10,3,4,0,39,0
19.0,9,13061.665675340768,1872.8255915863278,25,4,11,4,5,3,4,1,39,0
60.0,10,13061.665675340768,1872.8255915863278,60,2,15,2,8,0,1,1,30,0
45.0,5,13061.665675340768,1872.8255915863278,40,2,6,4,8,3,4,1,39,0
21.0,10,13061.665675340768,1602.0,16,4,15,4,13,3,4,1,39,0
42.0,9,13061.665675340768,1980.0,46,4,11,0,14,1,4,1,39,0
38.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,3,0,4,1,39,0
22.0,10,13061.665675340768,1872.8255915863278,40,0,15,4,0,3,4,1,39,0
23.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,1,3,4,1,39,0
24.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,6,3,4,0,39,0
30.0,12,13061.665675340768,1872.8255915863278,52,4,7,0,12,1,4,1,39,0
62.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,4,0,4,1,39,0
26.0,15,13061.665675340768,1872.8255915863278,20,6,14,4,10,3,4,1,39,0
42.0,13,13061.665675340768,1872.8255915863278,52,1,9,2,4,0,4,1,39,1
33.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
54.0,16,13061.665675340768,1872.8255915863278,50,5,10,2,10,0,4,1,0,1
35.0,13,13061.665675340768,1872.8255915863278,32,4,9,0,10,4,4,0,39,0
33.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,12,1,4,1,39,0
45.0,9,13061.665675340768,1872.8255915863278,55,4,11,0,12,1,4,0,39,0
62.0,13,13061.665675340768,1872.8255915863278,30,4,9,2,1,5,4,0,39,1
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,4,3,4,1,39,0
50.0,10,13061.665675340768,1872.8255915863278,40,2,15,0,1,1,2,0,39,0
54.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,10,0,4,1,39,1
58.0,4,13061.665675340768,1872.8255915863278,40,4,5,0,7,3,4,1,39,0
39.0,9,13061.665675340768,1872.8255915863278,50,5,11,2,3,0,4,1,39,0
32.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,3,4,4,1,39,0
27.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,10,0,4,1,39,0
27.0,9,3908.0,1872.8255915863278,35,4,11,2,14,0,4,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,60,4,15,4,8,3,4,1,39,0
64.0,4,13061.665675340768,1872.8255915863278,40,4,5,2,3,0,4,1,39,0
55.0,14,13061.665675340768,1872.8255915863278,40,5,12,6,12,1,4,0,39,0
46.0,9,13061.665675340768,1872.8255915863278,43,4,11,0,13,1,4,0,39,0
45.0,10,13061.665675340768,1872.8255915863278,55,4,15,2,14,0,4,1,39,0
26.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,14,1,4,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
25.0,13,13061.665675340768,1876.0,40,4,9,4,12,1,4,0,39,0
58.0,6,13061.665675340768,1887.0,40,4,0,2,14,0,4,1,39,1
39.0,13,13061.665675340768,1872.8255915863278,45,5,9,2,4,0,4,1,39,0
47.0,9,13061.665675340768,1872.8255915863278,45,4,11,6,9,1,1,0,37,0
35.0,14,13061.665675340768,1872.8255915863278,48,4,12,2,7,0,4,1,39,0
38.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,4,0,4,1,39,0
50.0,7,13061.665675340768,1872.8255915863278,40,4,1,2,3,0,4,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,38,4,11,0,1,4,4,0,39,0
28.0,3,13061.665675340768,1872.8255915863278,40,4,4,4,3,2,4,1,26,0
44.0,9,13061.665675340768,1872.8255915863278,45,6,11,2,7,5,4,0,39,0
40.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,11,4,4,0,39,0
55.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,3,0,4,1,39,1
29.0,9,13061.665675340768,1872.8255915863278,45,6,11,4,5,1,4,1,39,0
33.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,3,0,4,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,30,0,15,4,0,3,4,0,24,0
32.0,13,7688.0,1872.8255915863278,40,4,9,2,4,0,4,1,39,1
45.0,14,13061.665675340768,1872.8255915863278,10,2,12,2,10,0,2,1,39,1
23.0,9,13061.665675340768,1872.8255915863278,25,4,11,4,6,3,4,1,39,0
31.0,11,13061.665675340768,1872.8255915863278,40,4,8,4,11,3,2,1,39,0
22.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,8,1,1,0,30,0
59.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,6,1,2,1,39,0
32.0,10,13061.665675340768,1872.8255915863278,38,4,15,4,3,1,4,1,39,0
49.0,10,13061.665675340768,1872.8255915863278,40,7,15,4,1,1,4,0,39,0
22.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,1,3,4,1,39,0
26.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,1,1,4,1,39,0
23.0,10,13061.665675340768,1872.8255915863278,40,7,15,2,1,0,1,1,40,0
55.0,10,13061.665675340768,1872.8255915863278,50,6,15,2,12,5,4,0,39,0
47.0,9,13061.665675340768,1872.8255915863278,49,4,11,2,4,0,4,1,39,1
44.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,14,0,4,1,39,0
27.0,10,13061.665675340768,1872.8255915863278,24,4,15,4,8,1,4,1,39,0
40.0,14,15024.0,1872.8255915863278,37,7,12,2,10,5,4,0,39,1
32.0,13,13061.665675340768,1872.8255915863278,8,6,9,2,10,5,4,0,39,1
20.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,7,2,1,1,40,0
38.26489245201149,9,13061.665675340768,1872.8255915863278,33,2,11,6,4,1,4,0,39,0
40.0,10,13061.665675340768,1872.8255915863278,50,4,15,0,3,2,4,1,39,0
37.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,12,1,4,0,39,0
44.0,10,13061.665675340768,1380.0,40,4,15,0,14,3,4,1,39,0
47.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,4,4,4,0,11,0
62.0,10,13061.665675340768,1872.8255915863278,25,6,15,2,12,0,4,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,40,0,15,4,0,3,4,0,39,0
44.0,9,13061.665675340768,1872.8255915863278,40,2,11,0,3,4,2,1,39,0
26.0,13,13061.665675340768,1872.8255915863278,41,2,9,2,1,0,4,1,39,0
36.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,3,0,4,1,39,0
52.0,7,13061.665675340768,1872.8255915863278,40,4,1,2,8,0,4,1,39,0
33.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,1,4,4,0,39,0
48.0,9,13061.665675340768,1872.8255915863278,40,0,11,2,0,0,4,1,39,0
33.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,14,0,2,1,39,0
25.0,13,13061.665675340768,1872.8255915863278,20,4,9,2,4,0,4,1,39,0
62.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,7,0,4,1,39,0
38.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,3,0,4,1,39,0
46.0,9,13061.665675340768,1872.8255915863278,65,4,11,3,5,1,4,1,39,0
18.0,10,13061.665675340768,1872.8255915863278,40,0,15,4,0,3,4,0,39,0
46.0,13,13061.665675340768,1872.8255915863278,44,4,9,2,4,0,4,1,39,1
38.0,9,13061.665675340768,1872.8255915863278,70,4,11,0,8,4,4,0,39,0
52.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,1,0,4,1,39,1
63.0,4,13061.665675340768,1872.8255915863278,15,6,5,2,4,0,4,1,39,0
49.0,10,13061.665675340768,1872.8255915863278,43,4,15,2,7,0,4,1,39,0
17.0,7,13061.665675340768,1872.8255915863278,12,2,1,4,1,3,4,0,39,0
33.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,8,1,4,0,39,0
70.0,9,2329.0,1872.8255915863278,20,6,11,6,8,2,4,0,39,0
19.0,10,13061.665675340768,1872.8255915863278,15,4,15,4,8,3,4,0,39,0
27.0,9,13061.665675340768,1872.8255915863278,40,0,11,2,0,5,4,0,39,1
61.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,12,0,4,1,39,0
33.0,13,13061.665675340768,1872.8255915863278,25,4,9,2,10,0,4,1,39,1
46.0,13,13061.665675340768,1902.0,42,5,9,2,12,0,4,1,0,1
29.0,6,13061.665675340768,1872.8255915863278,40,4,0,5,5,4,4,0,13,0
40.0,10,6849.0,1872.8255915863278,40,2,15,0,14,4,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,38,7,11,2,14,0,4,1,39,1
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,12,1,4,1,39,0
29.0,10,13061.665675340768,1872.8255915863278,60,4,15,2,3,0,4,1,39,0
61.0,9,13061.665675340768,1872.8255915863278,17,6,11,2,8,5,2,0,39,0
48.0,7,13061.665675340768,1872.8255915863278,34,4,1,0,8,1,4,0,39,0
19.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,6,3,4,1,39,0
30.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,7,1,4,0,39,0
24.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,8,1,4,1,39,0
39.0,14,13061.665675340768,1872.8255915863278,43,2,12,4,10,4,4,0,39,0
46.0,10,2036.0,1872.8255915863278,60,5,15,0,4,4,4,0,39,0
40.0,9,13061.665675340768,1872.8255915863278,72,4,11,2,12,0,4,1,39,1
27.0,13,13061.665675340768,1872.8255915863278,40,2,9,4,10,3,4,0,39,0
25.0,14,13061.665675340768,1872.8255915863278,40,4,12,4,10,3,4,0,39,0
58.0,13,13061.665675340768,1872.8255915863278,45,4,9,0,14,1,4,1,39,0
33.0,9,13061.665675340768,1872.8255915863278,42,4,11,2,4,5,4,0,2,1
40.0,9,13061.665675340768,1872.8255915863278,25,4,11,6,8,4,4,0,39,0
40.0,14,13061.665675340768,1872.8255915863278,70,5,12,2,12,0,4,1,39,1
31.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
33.0,9,13061.665675340768,1872.8255915863278,48,4,11,5,8,4,1,0,3,0
49.0,12,13061.665675340768,1872.8255915863278,45,4,7,2,12,0,4,1,39,0
24.0,11,13061.665675340768,1872.8255915863278,40,4,8,4,13,3,4,1,39,0
46.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,3,4,4,1,39,0
58.0,14,13061.665675340768,1872.8255915863278,40,2,12,2,10,0,4,1,39,1
20.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,12,3,4,0,39,0
65.0,9,13061.665675340768,1872.8255915863278,40,0,11,6,0,4,4,1,39,0
43.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,1,5,4,0,39,0
48.0,14,13061.665675340768,1872.8255915863278,50,6,12,2,12,0,1,1,19,0
41.0,10,13061.665675340768,1872.8255915863278,54,4,15,2,14,0,4,1,39,0
27.0,10,13061.665675340768,1872.8255915863278,30,7,15,5,8,1,4,0,39,0
52.0,10,13061.665675340768,1872.8255915863278,12,0,15,2,0,0,4,1,39,0
26.0,9,13061.665675340768,1872.8255915863278,60,4,11,4,8,2,1,1,0,0
52.0,9,13061.665675340768,1872.8255915863278,40,2,11,2,3,0,4,1,39,0
52.0,10,13061.665675340768,1872.8255915863278,38,2,15,0,4,1,4,0,39,0
19.0,9,13061.665675340768,1872.8255915863278,30,4,11,4,8,3,2,1,39,0
39.0,10,13061.665675340768,1872.8255915863278,45,2,15,0,10,3,4,0,39,0
47.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,8,4,4,0,39,0
27.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,3,2,3,1,39,0
48.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,3,1,4,1,39,0
50.0,9,13061.665675340768,1872.8255915863278,35,4,11,5,8,4,4,0,39,0
60.0,10,13061.665675340768,1872.8255915863278,60,4,15,2,14,0,4,1,39,0
28.0,12,13061.665675340768,1872.8255915863278,45,4,7,2,13,0,4,1,39,1
47.0,9,13061.665675340768,1872.8255915863278,40,1,11,0,8,4,2,0,39,0
40.0,9,13061.665675340768,1872.8255915863278,66,6,11,2,3,0,1,1,35,0
37.0,9,3887.0,1872.8255915863278,40,4,11,4,6,4,4,0,27,0
41.0,14,13061.665675340768,1872.8255915863278,40,7,12,4,10,1,4,1,39,0
38.0,9,13061.665675340768,1872.8255915863278,48,4,11,2,1,0,1,1,38,0
46.0,11,13061.665675340768,1872.8255915863278,30,1,8,5,13,1,3,0,39,0
21.0,10,13061.665675340768,1872.8255915863278,30,6,15,4,1,3,4,1,39,0
44.0,14,13061.665675340768,1872.8255915863278,48,4,12,5,12,4,4,0,39,0
38.0,6,13061.665675340768,1872.8255915863278,35,0,0,5,0,3,4,1,39,0
47.0,10,13061.665675340768,1872.8255915863278,35,6,15,2,1,5,4,0,39,1
42.0,16,27828.0,1872.8255915863278,60,4,10,3,8,1,4,1,0,1
42.0,10,13061.665675340768,1872.8255915863278,40,2,15,0,3,1,4,1,39,0
56.0,13,13061.665675340768,1872.8255915863278,45,4,9,4,4,1,4,0,39,1
32.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,10,3,4,1,39,0
24.0,13,13061.665675340768,1872.8255915863278,33,4,9,2,8,0,4,1,39,0
26.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,12,0,4,1,39,0
36.0,13,2174.0,1872.8255915863278,50,6,9,4,12,1,2,0,39,0
49.0,7,13061.665675340768,1872.8255915863278,60,4,1,4,8,1,4,1,39,0
65.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,4,0,4,1,39,1
73.0,4,13061.665675340768,1872.8255915863278,40,7,5,0,8,1,1,0,39,0
34.0,7,13061.665675340768,1872.8255915863278,40,4,1,2,6,0,4,1,39,0
22.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,1,3,4,0,39,0
49.0,10,13061.665675340768,1872.8255915863278,30,2,15,4,8,4,4,0,39,0
25.0,7,13061.665675340768,1872.8255915863278,32,4,1,4,8,4,2,0,39,0
39.0,5,13061.665675340768,1872.8255915863278,25,4,6,2,14,0,4,1,39,0
19.0,7,13061.665675340768,1872.8255915863278,56,4,1,4,3,1,4,1,39,0
24.0,6,13061.665675340768,1872.8255915863278,40,4,0,2,7,5,4,0,39,0
34.0,9,13061.665675340768,1872.8255915863278,35,4,11,0,1,4,4,0,39,0
35.0,9,13061.665675340768,1872.8255915863278,38,0,11,6,0,3,4,0,39,0
21.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,7,2,4,1,39,0
43.0,14,13061.665675340768,1872.8255915863278,40,4,12,0,8,4,4,0,39,0
35.0,13,13061.665675340768,1872.8255915863278,28,1,9,4,13,1,1,1,0,0
39.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,1,4,2,0,39,0
48.0,13,13061.665675340768,1872.8255915863278,80,0,9,2,0,0,4,1,39,1
33.0,12,13061.665675340768,1872.8255915863278,32,6,7,4,8,1,2,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,26,4,15,4,8,3,4,0,39,0
17.0,6,13061.665675340768,1872.8255915863278,12,4,0,4,12,4,4,0,39,0
43.0,10,13061.665675340768,1872.8255915863278,50,6,15,2,5,0,4,1,39,0
62.0,9,13061.665675340768,1872.8255915863278,42,4,11,6,1,1,4,0,39,0
53.0,14,13061.665675340768,1872.8255915863278,40,2,12,0,10,1,2,0,39,1
45.0,14,13061.665675340768,1872.8255915863278,60,7,12,2,10,0,4,1,39,1
47.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,1,1,2,0,39,0
30.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,8,3,2,0,39,0
53.0,9,13061.665675340768,1872.8255915863278,33,4,11,5,12,1,4,0,39,0
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,5,7,3,2,0,39,0
58.0,3,13061.665675340768,1872.8255915863278,40,2,4,0,8,2,2,0,14,0
27.0,9,4865.0,1872.8255915863278,50,1,11,0,1,1,4,1,39,0
63.0,9,13061.665675340768,1872.8255915863278,38,7,11,0,1,1,4,0,39,0
50.0,10,13061.665675340768,1872.8255915863278,28,4,15,0,8,3,4,1,39,0
43.0,14,8614.0,1872.8255915863278,47,2,12,4,13,1,2,0,39,1
29.0,10,13061.665675340768,1872.8255915863278,60,5,15,4,4,1,4,1,39,0
41.0,10,3942.0,1872.8255915863278,40,4,15,2,12,0,4,1,39,0
55.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,8,0,4,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,45,4,11,4,14,1,4,1,39,0
23.0,9,13061.665675340768,1872.8255915863278,40,2,11,4,1,3,4,1,39,0
22.0,13,13550.0,1872.8255915863278,55,4,9,4,3,1,4,1,39,1
58.0,10,13061.665675340768,1872.8255915863278,45,6,15,0,3,1,4,1,39,0
25.0,7,13061.665675340768,1872.8255915863278,40,4,1,4,1,3,2,0,39,0
40.0,9,13061.665675340768,1872.8255915863278,30,4,11,2,12,5,4,0,39,0
38.0,11,13061.665675340768,1872.8255915863278,39,4,8,4,10,1,4,0,39,0
37.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,10,0,4,1,39,1
19.0,10,13061.665675340768,1872.8255915863278,35,4,15,4,8,3,4,0,39,0
55.0,6,13061.665675340768,1872.8255915863278,29,4,0,4,8,1,4,1,39,0
55.0,13,15024.0,1872.8255915863278,50,4,9,2,12,0,4,1,39,1
28.0,13,13061.665675340768,1872.8255915863278,45,4,9,4,1,1,4,1,39,0
53.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,8,0
60.0,10,3325.0,1872.8255915863278,42,4,15,0,10,4,4,1,39,0
32.0,10,13061.665675340768,1872.8255915863278,38,4,15,0,1,4,4,0,39,0
34.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,12,0,4,1,39,0
49.0,10,13061.665675340768,1872.8255915863278,45,4,15,0,10,1,4,1,39,1
21.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,8,2,4,0,39,0
24.0,13,13061.665675340768,1872.8255915863278,20,7,9,4,1,1,2,0,39,0
53.0,11,2202.0,1872.8255915863278,40,4,8,0,1,1,2,0,39,0
29.0,11,13061.665675340768,1872.8255915863278,40,4,8,2,8,0,4,1,0,0
34.0,13,13061.665675340768,1872.8255915863278,40,2,9,3,10,1,4,0,39,0
52.0,15,13061.665675340768,1872.8255915863278,40,0,14,3,0,4,1,0,40,0
41.0,3,13061.665675340768,1872.8255915863278,40,4,4,2,5,5,4,0,26,0
21.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,8,1,4,0,39,0
43.0,14,13061.665675340768,1872.8255915863278,35,4,12,2,4,0,4,1,39,1
31.0,9,13061.665675340768,1872.8255915863278,40,2,11,4,11,3,4,1,39,0
38.0,9,13061.665675340768,2042.0,40,4,11,2,6,0,4,1,39,0
42.0,13,13061.665675340768,2415.0,60,4,9,2,4,0,4,1,39,1
62.0,13,13061.665675340768,1872.8255915863278,30,4,9,4,5,1,4,1,39,0
51.0,4,13061.665675340768,1872.8255915863278,40,4,5,6,7,1,0,0,39,0
30.0,9,13061.665675340768,1872.8255915863278,25,4,11,4,12,4,2,0,39,0
24.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,7,0,4,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,3,1,4,1,39,0
57.0,6,13061.665675340768,1872.8255915863278,40,4,0,2,3,0,4,1,39,0
46.0,13,13061.665675340768,1872.8255915863278,55,4,9,2,4,0,4,1,39,1
33.0,16,13061.665675340768,1872.8255915863278,40,4,10,2,10,0,4,1,39,0
42.0,10,13061.665675340768,1872.8255915863278,45,4,15,4,12,1,4,1,39,0
62.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
64.0,10,13061.665675340768,1872.8255915863278,20,6,15,2,12,0,4,1,39,0
18.0,10,13061.665675340768,1872.8255915863278,25,4,15,4,12,3,4,0,39,0
43.0,3,13061.665675340768,1872.8255915863278,35,4,4,3,5,4,4,1,26,0
62.0,4,13061.665675340768,1872.8255915863278,66,6,5,6,8,1,4,0,39,0
29.0,12,13061.665675340768,1872.8255915863278,50,4,7,2,10,0,4,1,39,0
43.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,6,0,2,1,14,1
39.0,9,7298.0,1872.8255915863278,40,4,11,2,4,0,4,1,39,1
69.0,13,13061.665675340768,1872.8255915863278,40,0,9,2,0,0,4,1,39,0
34.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,5,4,0,39,0
44.0,12,4386.0,1872.8255915863278,45,4,7,2,4,0,4,1,39,1
25.0,13,13061.665675340768,1872.8255915863278,30,4,9,4,1,1,4,1,39,0
47.0,10,13061.665675340768,1872.8255915863278,40,2,15,0,14,4,4,1,39,0
17.0,6,13061.665675340768,1872.8255915863278,8,4,0,4,8,3,4,1,39,0
41.0,13,13061.665675340768,1872.8255915863278,65,2,9,0,10,4,4,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,12,3,4,1,39,0
57.0,2,13061.665675340768,1872.8255915863278,40,4,3,2,8,0,3,1,6,0
25.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,1,4,2,1,39,0
37.0,10,13061.665675340768,1872.8255915863278,40,2,15,2,1,0,4,1,2,1
